Repo,Metric,Value,
contributor_covenant,,,
contributor_covenant,Biggest checkouts,,
contributor_covenant,* Number of directories  [5],207,
contributor_covenant,* Maximum path depth     [5],8,
contributor_covenant,* Maximum path length    [6],63 B,
contributor_covenant,* Number of files        [5],281,
contributor_covenant,* Total size of files    [7],2.63 MiB,
contributor_covenant,* Number of symlinks,0,
contributor_covenant,* Number of submodules,0,
antrea,Name,Value,Level of concern
antrea,----------------------------,---------,------------------------------
antrea,Overall repository size,,
antrea,* Commits,,
antrea,* Count,5.03 k,
antrea,* Total size,4.80 MiB,
antrea,* Trees,,
antrea,* Count,32.4 k,
antrea,* Total size,16.4 MiB,
antrea,* Total tree entries,439 k,
antrea,* Blobs,,
antrea,* Count,26.8 k,
antrea,* Total size,825 MiB,
antrea,* Annotated tags,,
antrea,* Count,2,
antrea,* References,,
antrea,* Count,158,
antrea,* Branches,1,
antrea,* Tags,104,
antrea,* Remote-tracking refs,53,
antrea,,,
antrea,Biggest objects,,
antrea,* Commits,,
antrea,* Maximum size         [1],7.46 KiB,
antrea,* Maximum parents      [2],2,
antrea,* Trees,,
antrea,* Maximum entries      [3],50,
antrea,* Blobs,,
antrea,* Maximum size         [4],1.00 MiB,
antrea,,,
antrea,History structure,,
antrea,* Maximum history depth,3.85 k,
antrea,* Maximum tag depth      [5],1,
antrea,,,
antrea,Biggest checkouts,,
antrea,* Number of directories  [6],539,
antrea,* Maximum path depth     [7],10,*
antrea,* Maximum path length    [8],108 B,*
antrea,* Number of files        [6],1.97 k,
antrea,* Total size of files    [9],22.2 MiB,
antrea,* Number of symlinks,0,
antrea,* Number of submodules,0,
openyurt,Name,Value,Level of concern
openyurt,----------------------------,---------,------------------------------
openyurt,Overall repository size,,
openyurt,* Commits,,
openyurt,* Count,1.44 k,
openyurt,* Total size,1.12 MiB,
openyurt,* Trees,,
openyurt,* Count,10.5 k,
openyurt,* Total size,3.09 MiB,
openyurt,* Total tree entries,83.3 k,
openyurt,* Blobs,,
openyurt,* Count,7.43 k,
openyurt,* Total size,191 MiB,
openyurt,* Annotated tags,,
openyurt,* Count,4,
openyurt,* References,,
openyurt,* Count,94,
openyurt,* Branches,1,
openyurt,* Tags,34,
openyurt,* Remote-tracking refs,59,
openyurt,,,
openyurt,Biggest objects,,
openyurt,* Commits,,
openyurt,* Maximum size         [1],2.89 KiB,
openyurt,* Maximum parents      [2],2,
openyurt,* Trees,,
openyurt,* Maximum entries      [3],65,
openyurt,* Blobs,,
openyurt,* Maximum size         [4],84.5 MiB,********
openyurt,,,
openyurt,History structure,,
openyurt,* Maximum history depth,1.25 k,
openyurt,* Maximum tag depth      [5],1,
openyurt,,,
openyurt,Biggest checkouts,,
openyurt,* Number of directories  [6],368,
openyurt,* Maximum path depth     [7],10,*
openyurt,* Maximum path length    [8],106 B,*
openyurt,* Number of files        [6],1.01 k,
openyurt,* Total size of files    [9],114 MiB,
openyurt,* Number of symlinks,0,
openyurt,* Number of submodules,0,
amundsen,Name,Value,Level of concern
amundsen,----------------------------,---------,------------------------------
amundsen,Overall repository size,,
amundsen,* Commits,,
amundsen,* Count,3.02 k,
amundsen,* Total size,2.03 MiB,
amundsen,* Trees,,
amundsen,* Count,18.5 k,
amundsen,* Total size,8.03 MiB,
amundsen,* Total tree entries,208 k,
amundsen,* Blobs,,
amundsen,* Count,13.3 k,
amundsen,* Total size,355 MiB,
amundsen,* Annotated tags,,
amundsen,* Count,0,
amundsen,* References,,
amundsen,* Count,243,
amundsen,* Branches,1,
amundsen,* Tags,135,
amundsen,* Remote-tracking refs,107,
amundsen,,,
amundsen,Biggest objects,,
amundsen,* Commits,,
amundsen,* Maximum size         [1],16.5 KiB,
amundsen,* Maximum parents      [2],6,
amundsen,* Trees,,
amundsen,* Maximum entries      [3],70,
amundsen,* Blobs,,
amundsen,* Maximum size         [4],1.63 MiB,
amundsen,,,
amundsen,History structure,,
amundsen,* Maximum history depth,1.30 k,
amundsen,* Maximum tag depth,0,
amundsen,,,
amundsen,Biggest checkouts,,
amundsen,* Number of directories  [5],504,
amundsen,* Maximum path depth     [6],12,*
amundsen,* Maximum path length    [6],134 B,*
amundsen,* Number of files        [7],1.86 k,
amundsen,* Total size of files    [5],20.2 MiB,
amundsen,* Number of symlinks     [8],18,
amundsen,* Number of submodules   [9],7,
community,Name,Value,Level of concern
community,----------------------------,---------,------------------------------
community,Overall repository size,,
community,* Commits,,
community,* Count,848,
community,* Total size,560 KiB,
community,* Trees,,
community,* Count,2.18 k,
community,* Total size,1.52 MiB,
community,* Total tree entries,33.7 k,
community,* Blobs,,
community,* Count,1.29 k,
community,* Total size,14.8 MiB,
community,* Annotated tags,,
community,* Count,0,
community,* References,,
community,* Count,21,
community,* Branches,1,
community,* Remote-tracking refs,20,
community,,,
community,Biggest objects,,
community,* Commits,,
community,* Maximum size         [1],1.62 KiB,
community,* Maximum parents      [2],2,
community,* Trees,,
community,* Maximum entries      [3],138,
community,* Blobs,,
community,* Maximum size         [4],1.57 MiB,
community,,,
community,History structure,,
community,* Maximum history depth,742,
community,* Maximum tag depth,0,
community,,,
community,Biggest checkouts,,
community,* Number of directories  [5],48,
community,* Maximum path depth     [5],5,
community,* Maximum path length    [5],99 B,
community,* Number of files        [5],317,
community,* Total size of files    [5],10.8 MiB,
community,* Number of symlinks,0,
community,* Number of submodules,0,
k8s,Name,Value,Level of concern
k8s,----------------------------,---------,------------------------------
k8s,Overall repository size,,
k8s,* Commits,,
k8s,* Count,1.24 k,
k8s,* Total size,783 KiB,
k8s,* Trees,,
k8s,* Count,4.15 k,
k8s,* Total size,1.10 MiB,
k8s,* Total tree entries,30.5 k,
k8s,* Blobs,,
k8s,* Count,2.05 k,
k8s,* Total size,24.8 MiB,
k8s,* Annotated tags,,
k8s,* Count,38,
k8s,* References,,
k8s,* Count,181,
k8s,* Branches,1,
k8s,* Tags,172,
k8s,* Remote-tracking refs,8,
k8s,,,
k8s,Biggest objects,,
k8s,* Commits,,
k8s,* Maximum size         [1],7.79 KiB,
k8s,* Maximum parents      [2],2,
k8s,* Trees,,
k8s,* Maximum entries      [3],20,
k8s,* Blobs,,
k8s,* Maximum size         [4],127 KiB,
k8s,,,
k8s,History structure,,
k8s,* Maximum history depth,1.06 k,
k8s,* Maximum tag depth      [5],1,
k8s,,,
k8s,Biggest checkouts,,
k8s,* Number of directories  [3],42,
k8s,* Maximum path depth     [6],7,
k8s,* Maximum path length    [6],68 B,
k8s,* Number of files        [7],184,
k8s,* Total size of files    [8],588 KiB,
k8s,* Number of symlinks,0,
k8s,* Number of submodules,0,
jaeger,Name,Value,Level of concern
jaeger,----------------------------,---------,------------------------------
jaeger,Overall repository size,,
jaeger,* Commits,,
jaeger,* Count,3.38 k,
jaeger,* Total size,8.00 MiB,
jaeger,* Trees,,
jaeger,* Count,19.1 k,
jaeger,* Total size,10.1 MiB,
jaeger,* Total tree entries,273 k,
jaeger,* Blobs,,
jaeger,* Count,18.8 k,
jaeger,* Total size,222 MiB,
jaeger,* Annotated tags,,
jaeger,* Count,9,
jaeger,* References,,
jaeger,* Count,111,
jaeger,* Branches,1,
jaeger,* Tags,96,
jaeger,* Remote-tracking refs,14,
jaeger,,,
jaeger,Biggest objects,,
jaeger,* Commits,,
jaeger,* Maximum size         [1],66.8 KiB,*
jaeger,* Maximum parents      [2],2,
jaeger,* Trees,,
jaeger,* Maximum entries      [3],56,
jaeger,* Blobs,,
jaeger,* Maximum size         [4],38.5 MiB,****
jaeger,,,
jaeger,History structure,,
jaeger,* Maximum history depth,3.36 k,
jaeger,* Maximum tag depth      [5],1,
jaeger,,,
jaeger,Biggest checkouts,,
jaeger,* Number of directories  [6],340,
jaeger,* Maximum path depth     [7],9,
jaeger,* Maximum path length    [7],116 B,*
jaeger,* Number of files        [8],1.51 k,
jaeger,* Total size of files    [9],40.4 MiB,
jaeger,* Number of symlinks    [10],2,
jaeger,* Number of submodules   [7],2,
arviz,Name,Value,Level of concern
arviz,----------------------------,---------,------------------------------
arviz,Overall repository size,,
arviz,* Commits,,
arviz,* Count,1.61 k,
arviz,* Total size,1.15 MiB,
arviz,* Trees,,
arviz,* Count,6.34 k,
arviz,* Total size,3.77 MiB,
arviz,* Total tree entries,97.8 k,
arviz,* Blobs,,
arviz,* Count,8.38 k,
arviz,* Total size,372 MiB,
arviz,* Annotated tags,,
arviz,* Count,0,
arviz,* References,,
arviz,* Count,46,
arviz,* Branches,1,
arviz,* Tags,38,
arviz,* Remote-tracking refs,7,
arviz,,,
arviz,Biggest objects,,
arviz,* Commits,,
arviz,* Maximum size         [1],5.08 KiB,
arviz,* Maximum parents      [2],2,
arviz,* Trees,,
arviz,* Maximum entries      [3],352,
arviz,* Blobs,,
arviz,* Maximum size         [4],24.2 MiB,**
arviz,,,
arviz,History structure,,
arviz,* Maximum history depth,1.55 k,
arviz,* Maximum tag depth,0,
arviz,,,
arviz,Biggest checkouts,,
arviz,* Number of directories  [5],151,
arviz,* Maximum path depth     [6],6,
arviz,* Maximum path length    [7],106 B,*
arviz,* Number of files        [5],1.83 k,
arviz,* Total size of files    [5],235 MiB,
arviz,* Number of symlinks,0,
arviz,* Number of submodules   [8],1,
community,Name,Value,Level of concern
community,----------------------------,---------,------------------------------
community,Overall repository size,,
community,* Commits,,
community,* Count,848,
community,* Total size,560 KiB,
community,* Trees,,
community,* Count,2.18 k,
community,* Total size,1.52 MiB,
community,* Total tree entries,33.7 k,
community,* Blobs,,
community,* Count,1.29 k,
community,* Total size,14.8 MiB,
community,* Annotated tags,,
community,* Count,0,
community,* References,,
community,* Count,21,
community,* Branches,1,
community,* Remote-tracking refs,20,
community,,,
community,Biggest objects,,
community,* Commits,,
community,* Maximum size         [1],1.62 KiB,
community,* Maximum parents      [2],2,
community,* Trees,,
community,* Maximum entries      [3],138,
community,* Blobs,,
community,* Maximum size         [4],1.57 MiB,
community,,,
community,History structure,,
community,* Maximum history depth,742,
community,* Maximum tag depth,0,
community,,,
community,Biggest checkouts,,
community,* Number of directories  [5],48,
community,* Maximum path depth     [5],5,
community,* Maximum path length    [5],99 B,
community,* Number of files        [5],317,
community,* Total size of files    [5],10.8 MiB,
community,* Number of symlinks,0,
community,* Number of submodules,0,
handbook,Name,Value,Level of concern
handbook,----------------------------,---------,------------------------------
handbook,Overall repository size,,
handbook,* Commits,,
handbook,* Count,1.43 k,
handbook,* Total size,557 KiB,
handbook,* Trees,,
handbook,* Count,2.56 k,
handbook,* Total size,1.70 MiB,
handbook,* Total tree entries,42.7 k,
handbook,* Blobs,,
handbook,* Count,6.86 k,
handbook,* Total size,20.3 MiB,
handbook,* Annotated tags,,
handbook,* Count,0,
handbook,* References,,
handbook,* Count,16,
handbook,* Branches,1,
handbook,* Tags,12,
handbook,* Remote-tracking refs,3,
handbook,,,
handbook,Biggest objects,,
handbook,* Commits,,
handbook,* Maximum size         [1],2.09 KiB,
handbook,* Maximum parents      [2],2,
handbook,* Trees,,
handbook,* Maximum entries      [3],85,
handbook,* Blobs,,
handbook,* Maximum size         [4],140 KiB,
handbook,,,
handbook,History structure,,
handbook,* Maximum history depth,1.22 k,
handbook,* Maximum tag depth,0,
handbook,,,
handbook,Biggest checkouts,,
handbook,* Number of directories  [5],70,
handbook,* Maximum path depth     [6],4,
handbook,* Maximum path length    [6],59 B,
handbook,* Number of files        [5],533,
handbook,* Total size of files    [7],1.46 MiB,
handbook,* Number of symlinks,0,
handbook,* Number of submodules,0,
node,Name,Value,Level of concern
node,----------------------------,---------,------------------------------
node,Overall repository size,,
node,* Commits,,
node,* Count,93.5 k,
node,* Total size,90.1 MiB,
node,* Trees,,
node,* Count,385 k,
node,* Total size,3.30 GiB,*
node,* Total tree entries,65.3 M,*
node,* Blobs,,
node,* Count,531 k,
node,* Total size,14.3 GiB,*
node,* Annotated tags,,
node,* Count,865,
node,* References,,
node,* Count,932,
node,* Branches,1,
node,* Tags,870,
node,* Remote-tracking refs,61,
node,,,
node,Biggest objects,,
node,* Commits,,
node,* Maximum size         [1],14.1 KiB,
node,* Maximum parents      [2],2,
node,* Trees,,
node,* Maximum entries      [3],3.63 k,***
node,* Blobs,,
node,* Maximum size         [4],10.6 MiB,*
node,,,
node,History structure,,
node,* Maximum history depth,41.3 k,
node,* Maximum tag depth      [5],1,
node,,,
node,Biggest checkouts,,
node,* Number of directories  [6],4.07 k,**
node,* Maximum path depth     [7],30,***
node,* Maximum path length    [7],240 B,**
node,* Number of files        [8],48.4 k,
node,* Total size of files    [9],553 MiB,
node,* Number of symlinks    [10],114,
node,* Number of submodules  [11],3,
cri-o,Name,Value,Level of concern
cri-o,----------------------------,---------,------------------------------
cri-o,Overall repository size,,
cri-o,* Commits,,
cri-o,* Count,19.6 k,
cri-o,* Total size,11.7 MiB,
cri-o,* Trees,,
cri-o,* Count,78.3 k,
cri-o,* Total size,62.3 MiB,
cri-o,* Total tree entries,1.67 M,
cri-o,* Blobs,,
cri-o,* Count,112 k,
cri-o,* Total size,2.25 GiB,
cri-o,* Annotated tags,,
cri-o,* Count,33,
cri-o,* References,,
cri-o,* Count,279,
cri-o,* Branches,1,
cri-o,* Tags,244,
cri-o,* Remote-tracking refs,34,
cri-o,,,
cri-o,Biggest objects,,
cri-o,* Commits,,
cri-o,* Maximum size         [1],17.7 KiB,
cri-o,* Maximum parents      [2],2,
cri-o,* Trees,,
cri-o,* Maximum entries      [3],319,
cri-o,* Blobs,,
cri-o,* Maximum size         [4],8.68 MiB,
cri-o,,,
cri-o,History structure,,
cri-o,* Maximum history depth,6.36 k,
cri-o,* Maximum tag depth      [5],1,
cri-o,,,
cri-o,Biggest checkouts,,
cri-o,* Number of directories  [6],3.83 k,*
cri-o,* Maximum path depth     [6],16,*
cri-o,* Maximum path length    [6],167 B,*
cri-o,* Number of files        [6],18.1 k,
cri-o,* Total size of files    [7],169 MiB,
cri-o,* Number of symlinks     [8],20,
cri-o,* Number of submodules,0,
prometheus-operator,Name,Value,Level of concern
prometheus-operator,----------------------------,---------,------------------------------
prometheus-operator,Overall repository size,,
prometheus-operator,* Commits,,
prometheus-operator,* Count,7.63 k,
prometheus-operator,* Total size,5.77 MiB,
prometheus-operator,* Trees,,
prometheus-operator,* Count,39.1 k,
prometheus-operator,* Total size,21.0 MiB,
prometheus-operator,* Total tree entries,514 k,
prometheus-operator,* Blobs,,
prometheus-operator,* Count,45.8 k,
prometheus-operator,* Total size,3.67 GiB,
prometheus-operator,* Annotated tags,,
prometheus-operator,* Count,292,
prometheus-operator,* References,,
prometheus-operator,* Count,405,
prometheus-operator,* Branches,1,
prometheus-operator,* Tags,303,
prometheus-operator,* Remote-tracking refs,101,
prometheus-operator,,,
prometheus-operator,Biggest objects,,
prometheus-operator,* Commits,,
prometheus-operator,* Maximum size         [1],4.93 KiB,
prometheus-operator,* Maximum parents      [2],2,
prometheus-operator,* Trees,,
prometheus-operator,* Maximum entries      [3],422,
prometheus-operator,* Blobs,,
prometheus-operator,* Maximum size         [4],22.2 MiB,**
prometheus-operator,,,
prometheus-operator,History structure,,
prometheus-operator,* Maximum history depth,5.21 k,
prometheus-operator,* Maximum tag depth      [5],1,
prometheus-operator,,,
prometheus-operator,Biggest checkouts,,
prometheus-operator,* Number of directories  [6],1.84 k,
prometheus-operator,* Maximum path depth     [7],14,*
prometheus-operator,* Maximum path length    [7],150 B,*
prometheus-operator,* Number of files        [6],7.72 k,
